PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THICK,PT_WIDTH,PT_LENGTH,PT_WEIGHT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,FUR_EXTEMP,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR
PB563347,2021-08-04:04:26:31,불량,JS-SS400,C0,19.1,2702,50922,61890,3호기,1열,1179,212,1163,53,342,1150,1006,적용,10,3조
PB563348,2021-08-04:04:33:41,불량,LR-B,C0,20.14,2701,40512,51900,3호기,2열,1180,182,1163,68,342,1148,1019,적용,8,2조
PB563349,2021-08-04:04:40:51,불량,KS-SM490A,C0,20.1,2472,51122,59820,1호기,1열,1184,199,1169,44,360,1159,1025,적용,8,2조
PB563350,2021-08-04:04:48:01,양품,BV-B,C0,20.44,2411,42987,49890,1호기,2열,1171,185,1162,67,342,1156,990,적용,8,3조
PB563351,2021-08-04:04:55:11,불량,LR-A,C0,18.62,2745,54258,108850,3호기,1열,1178,69,1165,57,342,1159,1005,적용,10,1조
PB563352,2021-08-04:05:02:21,양품,LR-A,C0,18.11,2595,54917,40520,2호기,1열,1176,88,1163,52,342,1156,987,적용,10,2조
PB563353,2021-08-04:05:09:31,양품,JS-SM400B,C0,18.1,2520,42675,61120,2호기,2열,1171,63,1160,76,342,1148,958,적용,10,3조
PB563354,2021-08-04:05:16:41,불량,JS-SM400B,C0,18.1,2520,42675,61120,3호기,2열,1180,67,1163,68,342,1158,1027,적용,10,3조
PB563355,2021-08-04:05:23:51,불량,JS-SM400B,C0,18.1,2520,42675,61120,1호기,1열,1175,75,1165,42,342,1158,1031,적용,10,3조
PB563356,2021-08-04:05:31:01,불량,LR-A,C0,15.08,2523,50959,30440,1호기,2열,1171,59,1163,70,342,1155,1002,적용,10,3조
PB563357,2021-08-04:05:38:11,양품,NV-A,C0,15.08,2523,50089,29920,2호기,1열,1165,74,1160,55,342,1153,962,적용,10,3조
PB563358,2021-08-04:05:45:21,양품,JS-SM490YB,C0,16.09,2512,37380,35580,2호기,2열,1182,82,1162,64,342,1152,973,적용,10,2조
PB563359,2021-08-04:05:52:31,양품,KR-A,C0,15.08,2520,54674,16310,3호기,1열,1180,78,1162,53,342,1150,998,적용,10,1조
PB563360,2021-08-04:05:59:41,양품,NV-A,C0,16.6,2675,54392,18960,3호기,2열,1182,74,1164,55,342,1156,982,적용,10,3조
PB563361,2021-08-04:06:06:51,양품,LR-A,C0,16.39,2405,42303,13090,1호기,1열,1168,64,1161,52,342,1154,984,적용,10,1조
PB563362,2021-08-04:06:14:01,양품,LR-A,C0,15.89,2562,46342,14810,1호기,2열,1174,61,1165,73,342,1160,978,적용,10,4조
PB563363,2021-08-04:06:21:11,양품,LR-A,C0,16.09,2655,52841,35440,2호기,1열,1169,77,1159,58,342,1153,968,적용,10,3조
PB563364,2021-08-04:06:28:21,양품,BV-AH32,C0,15.08,2611,43709,40530,2호기,2열,1177,77,1161,71,342,1147,1000,적용,10,1조
PB563365,2021-08-04:06:35:31,불량,NV-A32,C0,16.6,2481,42808,13840,3호기,1열,1169,65,1158,67,342,1150,1004,미적용,10,4조
PB563366,2021-08-04:06:42:41,불량,LR-A,C0,14.07,2610,54254,62560,3호기,2열,1169,73,1162,61,342,1153,955,미적용,10,4조
PB563367,2021-08-04:06:49:51,양품,NK-KA,C0,14.07,2555,52835,44730,1호기,1열,1165,61,1158,57,342,1143,960,적용,10,4조
PB563368,2021-08-04:06:57:01,양품,NV-A,C0,14.07,2558,49658,28060,1호기,2열,1170,65,1161,70,342,1154,964,적용,10,2조
PB563369,2021-08-04:07:04:11,양품,NV-A,C0,14.58,2615,54862,32840,2호기,1열,1168,58,1158,58,342,1151,959,적용,10,4조
PB563370,2021-08-04:07:11:21,양품,NK-KA,C0,13.06,2750,54906,61920,2호기,2열,1167,66,1158,84,342,1143,933,적용,10,2조
PB563371,2021-08-04:07:18:31,양품,GL-A,C0,13.06,2695,51901,14340,3호기,1열,1165,70,1157,62,342,1142,958,적용,10,1조
PB563372,2021-08-04:07:25:41,양품,NV-A,C0,13.57,2795,54444,32420,3호기,2열,1168,72,1161,60,342,1146,941,적용,10,1조
PB563373,2021-08-04:07:32:51,양품,LR-A,C0,18.41,2200,43624,41610,1호기,1열,1160,49,1154,61,342,1139,991,적용,10,4조
PB563374,2021-08-04:07:40:01,양품,BV-B,C0,18.4,2200,43176,41160,1호기,2열,1165,60,1158,70,342,1153,987,적용,10,4조
PB563375,2021-08-04:07:47:11,양품,LR-A,C0,18.61,2200,43497,27960,2호기,1열,1150,57,1160,55,342,1153,993,적용,10,1조
PB563376,2021-08-04:07:54:21,양품,A283-C,C0,18.15,2281,40770,53000,2호기,2열,1163,73,1155,86,342,1147,981,적용,10,2조
PB563377,2021-08-04:08:01:31,불량,SA283-C,C0,20.18,2281,43144,77950,3호기,1열,1159,66,1155,80,342,1143,1002,적용,8,4조
PB563378,2021-08-04:08:08:41,불량,SA283-C,C0,20.18,2240,39679,84480,3호기,2열,1170,78,1159,59,342,1147,1044,적용,8,3조
PB563379,2021-08-04:08:15:51,불량,LR-A,C0,20.43,2245,39828,14340,1호기,1열,1157,55,1154,76,342,1145,1007,적용,8,1조
PB563380,2021-08-04:08:23:01,양품,LR-A,C0,20.13,2200,39897,13870,1호기,2열,1158,63,1156,87,342,1144,975,적용,8,2조
PB563381,2021-08-04:08:30:11,양품,SA283-C,C0,20.18,2200,38019,66250,2호기,1열,1151,63,1157,78,342,1152,991,적용,8,2조
PB563382,2021-08-04:08:37:21,불량,SA283-C,C0,20.18,2200,38019,66250,2호기,2열,1154,78,1154,87,342,1143,979,미적용,8,4조
PB563383,2021-08-04:08:44:31,양품,SA283-C,C0,20.18,2200,40687,85080,3호기,1열,1162,59,1162,68,398,1150,982,적용,8,4조
PB563384,2021-08-04:08:51:41,불량,KS-SM490A,C0,20.1,1929,34136,20780,3호기,2열,1162,78,1158,73,360,1153,1018,적용,8,4조
PB563385,2021-08-04:08:58:51,불량,KR-A,C0,22.66,2339,34345,42870,1호기,1열,1150,57,1150,85,342,1138,1010,적용,8,1조
PB563386,2021-08-04:09:06:01,불량,KR-A,C0,22.66,2339,34345,42870,1호기,2열,1157,60,1156,85,342,1144,1018,적용,8,4조
PB563387,2021-08-04:09:13:11,불량,SA283-C,C0,20.18,2379,34601,65200,2호기,1열,1171,78,1158,66,342,1147,1011,적용,8,2조
PB563388,2021-08-04:09:20:21,불량,SA283-C,C0,20.18,2200,38019,66250,2호기,2열,1171,72,1166,69,342,1161,1010,적용,8,4조
PB563389,2021-08-04:09:27:31,불량,SA283-C,C0,20.18,2200,38019,66250,3호기,1열,1182,73,1164,67,342,1151,1004,적용,8,1조
PB563390,2021-08-04:09:34:41,불량,SA283-C,C0,20.18,2200,37875,79200,3호기,2열,1176,72,1162,68,342,1154,1013,적용,7,2조
PB563391,2021-08-04:09:41:51,양품,SA283-C,C0,20.18,2200,38019,66250,1호기,1열,1174,62,1165,65,342,1151,999,적용,8,2조
PB563392,2021-08-04:09:49:01,양품,SA283-C,C0,20.18,2200,38019,66250,1호기,2열,1172,61,1165,77,342,1157,999,적용,8,1조
PB563393,2021-08-04:09:56:11,불량,A283-C,C0,26.24,2583,31256,83150,2호기,1열,1165,73,1160,63,369,1147,1026,적용,8,3조
PB563394,2021-08-04:10:03:21,불량,A283-C,C0,26.24,2583,31256,83150,2호기,2열,1177,69,1177,65,395,1165,1036,적용,8,4조
PB563408,2021-08-04:10:10:31,불량,LR-AH32,C0,17.1,2723,51159,37400,3호기,1열,1179,81,1168,63,395,1160,950,미적용,10,2조
PB563409,2021-08-04:10:17:41,양품,NV-A32,C0,16.09,2593,49005,48150,3호기,2열,1177,76,1166,64,361,1155,977,적용,10,2조
PB563410,2021-08-04:10:24:51,불량,NV-A32,C0,16.09,2590,40289,26360,1호기,1열,1193,66,1181,62,373,1166,964,적용,10,1조
PB563411,2021-08-04:10:32:01,불량,NV-A32,C0,16.09,2590,40442,26460,1호기,2열,1198,63,1180,75,385,1165,944,적용,10,1조
PB563412,2021-08-04:10:39:11,양품,NV-A32,C0,15.08,2485,54560,16050,2호기,1열,1117,58,1156,75,376,1142,927,적용,10,1조
PB563413,2021-08-04:10:46:21,불량,NK-KA32,C0,15.08,2695,53568,17090,2호기,2열,1202,93,1177,41,377,1171,962,적용,10,1조
PB563414,2021-08-04:10:53:31,양품,GL-A32,C0,15.08,2770,54649,71680,3호기,1열,1175,93,1162,46,250,1147,955,적용,10,4조
PB563415,2021-08-04:11:00:41,양품,NV-A,C0,14.07,2565,54111,15330,3호기,2열,1156,50,1168,76,371,1154,947,적용,10,1조
PB563416,2021-08-04:11:07:51,양품,LR-A,C0,13.06,2695,54543,30140,1호기,1열,1188,98,1170,41,246,1160,951,적용,10,4조
PB563417,2021-08-04:11:15:01,양품,NV-A32,C0,12.56,2693,54195,14390,1호기,2열,1173,63,1169,76,373,1164,959,적용,10,3조
PB563418,2021-08-04:11:22:11,양품,GL-A32,C0,12.05,2732,48098,37290,2호기,1열,1136,82,1149,54,279,1137,961,적용,10,3조
PB563419,2021-08-04:11:29:21,양품,LR-A,C0,12.05,2557,32331,15640,2호기,2열,1192,94,1167,44,277,1158,971,적용,10,1조
PB563420,2021-08-04:11:36:31,양품,NV-A,C0,12.05,2298,35974,7820,3호기,1열,1175,84,1163,58,272,1150,984,적용,10,4조
PB563421,2021-08-04:11:43:41,양품,LR-AH32,C0,16.09,2381,43526,13090,3호기,2열,1167,79,1162,59,261,1155,1000,적용,10,4조
PB563422,2021-08-04:11:50:51,불량,SA283-C,C0,20.18,2379,35291,66500,1호기,1열,1173,89,1159,52,246,1146,1001,적용,8,3조
PB563423,2021-08-04:11:58:01,불량,NV-A32,C0,19.12,2331,42759,14960,1호기,2열,1184,85,1168,54,256,1159,949,적용,9,4조
PB563424,2021-08-04:12:05:11,양품,JS-SM490YA,C0,19.1,2040,38774,35580,2호기,1열,1146,81,1151,61,261,1136,1000,적용,10,2조
PB563425,2021-08-04:12:12:21,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,2열,1150,87,1154,54,259,1141,1010,적용,8,1조
PB563426,2021-08-04:12:19:31,양품,V42JBN3,C3,32.06,2200,30595,50820,3호기,1열,1141,73,1153,65,258,1144,921,적용,8,2조
PB563427,2021-08-04:12:26:41,불량,JS-SM400A,C0,100.34,2315,9547,17410,3호기,2열,1144,85,1150,52,269,1140,1050,적용,6,3조
PB563428,2021-08-04:12:33:51,불량,JS-SM400A,C0,100.34,2315,9547,17410,1호기,1열,1130,78,1137,61,268,1127,1037,적용,6,4조
PB563429,2021-08-04:12:41:01,양품,NV-A32,C0,19.13,2733,49754,20420,1호기,2열,1164,72,1158,60,255,1147,961,적용,10,2조
PB563430,2021-08-04:12:48:11,양품,NV-A32,C0,16.09,2690,54743,18600,2호기,1열,1169,69,1160,64,257,1155,977,적용,10,4조
PB563431,2021-08-04:12:55:21,양품,BV-AH32,C0,16.09,2471,43959,13720,2호기,2열,1167,81,1158,55,259,1145,995,적용,10,3조
PB563432,2021-08-04:13:02:31,양품,NK-KA32,C0,15.08,2568,51612,15690,3호기,1열,1162,70,1158,63,246,1143,965,적용,10,1조
PB563433,2021-08-04:13:09:41,양품,GL-A32,C0,13.06,2783,49699,42540,3호기,2열,1174,73,1164,64,258,1156,948,적용,10,2조
PB563434,2021-08-04:13:16:51,양품,NV-A32,C0,13.06,2730,52343,29300,1호기,1열,1148,71,1147,66,244,1132,941,적용,10,3조
PB563435,2021-08-04:13:24:01,양품,LR-AH32,C0,12.05,2680,53883,27320,1호기,2열,1169,69,1161,66,258,1150,941,적용,10,4조
PB563436,2021-08-04:13:31:11,불량,AB/AH32,C0,12.56,2690,53690,42720,2호기,1열,1170,78,1161,57,242,1152,909,적용,9,4조
PB563437,2021-08-04:13:38:21,양품,BV-AH32,C0,12.05,2750,54511,42540,2호기,2열,1171,71,1162,67,260,1150,936,적용,10,4조
PB563438,2021-08-04:13:45:31,양품,AB/AH32,C0,12.56,2693,53630,42720,3호기,1열,1166,67,1157,69,257,1151,938,적용,10,2조
PB563439,2021-08-04:13:52:41,양품,AB/AH32,C0,12.56,2693,53819,42870,3호기,2열,1183,78,1166,58,257,1160,936,적용,10,4조
PB563440,2021-08-04:13:59:51,양품,KR-AH32,C0,13.06,2685,53620,29520,1호기,1열,1164,69,1157,69,238,1147,942,적용,10,4조
PB563441,2021-08-04:14:07:01,양품,NV-A32,C0,13.06,2790,54853,15690,1호기,2열,1157,69,1155,68,256,1147,937,적용,10,2조
PB563442,2021-08-04:14:14:11,양품,NK-KA32,C0,14.07,2583,51351,14650,2호기,1열,1169,79,1164,70,254,1151,950,적용,10,1조
PB563443,2021-08-04:14:21:21,양품,NV-A32,C0,14.58,2513,50587,14550,2호기,2열,1174,45,1168,68,262,1159,996,적용,10,4조
PB563444,2021-08-04:14:28:31,불량,KS-SM490A,C0,30.13,2527,26702,31920,3호기,1열,1156,51,1155,69,257,1146,1016,적용,8,4조
PB563445,2021-08-04:14:35:41,불량,A283-C,C0,26.24,2516,29965,62120,3호기,2열,1172,61,1164,57,254,1155,1034,적용,8,3조
PB563446,2021-08-04:14:42:51,불량,A283-C,C0,26.24,2517,31959,66280,1호기,1열,1162,79,1156,69,245,1142,1019,적용,8,2조
PB563447,2021-08-04:14:50:01,불량,NV-A,C0,25.19,2675,38112,40320,1호기,2열,1145,46,1149,68,257,1136,1005,적용,8,3조
PB563448,2021-08-04:14:57:11,불량,LR-A,C0,22.15,2500,38854,33780,2호기,1열,1178,70,1163,56,251,1155,1025,적용,8,3조
PB563449,2021-08-04:15:04:21,불량,SA283-C,C0,19.18,2529,34246,65200,2호기,2열,1171,58,1164,56,252,1156,1025,적용,9,2조
PB563450,2021-08-04:15:11:31,불량,JS-SM490YA,C0,19.1,2040,38774,35580,3호기,1열,1145,61,1152,68,273,1137,1033,적용,10,2조
PB563451,2021-08-04:15:18:41,불량,JS-SM490YA,C0,19.1,2040,38774,35580,3호기,2열,1168,71,1162,56,261,1154,1035,적용,10,1조
PB563452,2021-08-04:15:25:51,불량,NV-A32,C0,17.1,2346,42741,13460,1호기,1열,1171,55,1159,69,252,1151,1013,적용,10,2조
PB563453,2021-08-04:15:33:01,양품,JS-SM490A,C0,14.09,2754,42972,52360,1호기,2열,1130,54,1141,66,267,1132,941,적용,10,2조
PB563454,2021-08-04:15:40:11,양품,SA283-C,C0,14.12,3128,39398,68300,2호기,1열,1171,69,1168,52,252,1163,957,적용,10,3조
PB563455,2021-08-04:15:47:21,양품,SA283-C,C0,16.14,3125,32934,65200,2호기,2열,1173,70,1165,51,250,1154,975,적용,10,4조
PB563456,2021-08-04:15:54:31,양품,SA283-C,C0,16.14,3125,32934,65200,3호기,1열,1156,68,1157,65,250,1143,975,적용,10,4조
PB563457,2021-08-04:16:01:41,양품,SA283-C,C0,18.16,3126,31483,70150,3호기,2열,1184,67,1167,52,250,1158,991,적용,10,3조
PB563458,2021-08-04:16:08:51,불량,A283-C,C0,19.18,3125,28607,40380,1호기,1열,1161,62,1156,69,250,1149,988,적용,9,4조
PB563459,2021-08-04:16:16:01,양품,BV-B,C0,20.43,2999,34888,50340,1호기,2열,1146,54,1151,66,248,1140,993,적용,8,2조
PB563460,2021-08-04:16:23:11,양품,SA283-C,C0,20.19,3126,31466,77950,2호기,1열,1177,71,1172,50,247,1162,994,적용,8,3조
PB563461,2021-08-04:16:30:21,양품,SA283-C,C0,20.18,3082,32996,80550,2호기,2열,1177,73,1164,47,245,1157,989,적용,8,3조
PB563462,2021-08-04:16:37:31,양품,NV-A32,C0,20.14,3026,42578,20370,3호기,1열,1165,67,1160,63,256,1152,991,적용,8,4조
PB563463,2021-08-04:16:44:41,양품,SA283-C,C0,20.19,3125,29154,57760,3호기,2열,1167,62,1166,60,251,1156,982,적용,8,3조
PB563464,2021-08-04:16:51:51,불량,SA283-C,C0,33.67,3127,19298,47850,1호기,1열,1181,72,1166,60,248,1154,1037,적용,8,3조
PB563465,2021-08-04:16:59:01,양품,LR-A,C0,19.93,3112,45576,44380,3호기,1열,1170,72,1163,62,251,1156,984,적용,10,2조
PB563466,2021-08-04:17:06:11,양품,LR-A,C0,20.14,2800,51753,22910,3호기,2열,1180,63,1170,61,252,1156,993,적용,8,2조
PB563467,2021-08-04:17:13:21,양품,NV-A32,C0,16.6,3137,46650,57210,1호기,2열,1175,61,1167,66,252,1157,960,적용,10,1조
PB563468,2021-08-04:17:20:31,양품,NV-A32,C0,15.08,3138,51471,19120,2호기,1열,1192,76,1173,42,241,1159,956,적용,10,4조
PB563469,2021-08-04:17:27:41,양품,LR-AH32,C0,15.08,3060,51927,18810,2호기,2열,1176,71,1164,57,250,1155,927,적용,10,1조
PB563470,2021-08-04:17:34:51,불량,LR-AH32,C0,13.57,2801,50842,30340,1호기,1열,1181,63,1168,64,254,1157,947,미적용,10,2조
PB563471,2021-08-04:17:42:01,양품,LR-AH32,C0,13.57,2815,53723,16110,1호기,2열,1177,63,1165,62,252,1154,941,적용,10,1조
PB563472,2021-08-04:17:49:11,불량,LR-AH32,C0,19.63,3097,47041,22450,3호기,1열,1177,72,1164,60,253,1159,1004,적용,10,4조
PB563473,2021-08-04:17:56:21,양품,NV-A32,C0,19.63,2903,49358,44160,3호기,2열,1177,72,1166,60,248,1156,998,적용,10,1조
PB563474,2021-08-04:18:03:31,양품,NK-KA32,C0,13.06,2800,52672,60480,2호기,1열,1183,73,1165,55,257,1150,937,적용,10,3조
PB563475,2021-08-04:18:10:41,양품,NK-KA32,C0,13.06,3083,49640,31380,2호기,2열,1188,71,1166,58,256,1154,942,적용,10,4조
PB563476,2021-08-04:18:17:51,양품,NK-KA32,C0,13.06,2850,52809,61720,1호기,1열,1192,63,1173,64,255,1168,938,적용,10,1조
PB563477,2021-08-04:18:25:01,양품,NK-KA32,C0,13.06,2865,52873,62120,1호기,2열,1185,62,1170,63,253,1156,943,적용,10,3조
PB563478,2021-08-04:18:32:11,양품,LR-A,C0,13.06,3092,49180,46770,2호기,1열,1164,70,1159,52,236,1147,915,적용,10,1조
PB563479,2021-08-04:18:39:21,양품,NV-A32,C0,13.06,2997,47842,14700,2호기,2열,1171,65,1163,58,255,1150,928,적용,10,1조
PB563480,2021-08-04:18:46:31,양품,NK-KA32,C0,13.06,2995,53965,49710,3호기,1열,1182,62,1166,65,252,1157,931,적용,10,1조
PB563481,2021-08-04:18:53:41,양품,NK-KA32,C0,13.06,2800,52672,60480,3호기,2열,1176,70,1162,67,254,1151,932,적용,10,2조
PB563482,2021-08-04:19:00:51,양품,NK-KA32,C0,13.06,2857,49128,28780,1호기,1열,1186,66,1170,59,254,1164,926,적용,10,3조
PB563483,2021-08-04:19:08:01,양품,GL-A32,C0,12.05,2835,54443,14600,1호기,2열,1172,60,1161,74,255,1146,919,적용,10,2조
PB563484,2021-08-04:19:15:11,양품,LR-AH32,C0,12.05,2855,53469,28880,2호기,1열,1161,56,1160,54,237,1152,891,적용,10,3조
PB563485,2021-08-04:19:22:21,양품,NV-A32,C0,12.05,2950,51747,14440,2호기,2열,1181,71,1164,56,254,1152,926,적용,10,1조
PB563486,2021-08-04:19:29:31,양품,LR-AH32,C0,12.05,2855,51765,27960,3호기,1열,1172,70,1163,71,252,1153,936,적용,10,3조
PB563487,2021-08-04:19:36:41,불량,LR-AH32,C0,12.05,2855,51765,27960,3호기,2열,1180,65,1162,65,255,1152,878,미적용,10,1조
PB563488,2021-08-04:19:43:51,양품,GL-A32,C0,12.05,2835,54816,14700,1호기,1열,1177,60,1163,65,251,1157,887,적용,10,1조
PB563489,2021-08-04:19:51:01,양품,LR-AH32,C0,12.05,2855,52321,28260,1호기,2열,1159,54,1156,74,252,1144,894,적용,10,3조
PB563490,2021-08-04:19:58:11,양품,LR-AH32,C0,12.05,2855,52913,28580,2호기,1열,1160,60,1159,77,262,1146,894,적용,10,2조
PB563491,2021-08-04:20:05:21,양품,LR-AH32,C0,12.05,2855,53284,28780,2호기,2열,1160,69,1160,65,231,1148,888,적용,10,4조
PB563492,2021-08-04:20:12:31,양품,LR-AH32,C0,12.05,2855,52913,28580,3호기,1열,1185,79,1163,58,249,1154,902,적용,10,2조
PB563493,2021-08-04:20:19:41,양품,NV-A32,C0,12.56,2858,51457,14500,3호기,2열,1174,65,1168,58,249,1153,908,적용,10,2조
PB563494,2021-08-04:20:26:51,양품,NV-A32,C0,12.05,3088,50530,14760,1호기,1열,1183,66,1166,68,257,1159,896,적용,10,4조
PB563495,2021-08-04:20:34:01,양품,NV-A32,C0,12.05,3018,50056,14290,1호기,2열,1173,55,1164,78,259,1152,891,적용,10,2조
PB563496,2021-08-04:20:41:11,양품,LR-AH32,C0,12.05,3185,52244,31480,2호기,1열,1184,61,1161,63,262,1153,916,적용,10,3조
PB563497,2021-08-04:20:48:21,양품,LR-AH32,C0,12.05,3095,53763,47220,2호기,2열,1174,74,1159,61,238,1146,919,적용,10,2조
PB563498,2021-08-04:20:55:31,양품,LR-AH32,C0,12.05,3095,53763,47220,3호기,1열,1179,65,1163,71,242,1154,913,적용,10,1조
PB563499,2021-08-04:21:02:41,양품,LR-A,C0,16.6,3528,32323,14860,3호기,2열,1156,65,1160,72,244,1151,938,적용,10,1조
PB563500,2021-08-04:21:09:51,양품,NV-A32,C0,18.11,3260,40586,37620,1호기,1열,1174,66,1160,71,240,1148,965,적용,10,3조
PB563501,2021-08-04:21:17:01,양품,LR-A,C0,18.92,3401,41455,20940,1호기,2열,1142,55,1151,86,246,1137,948,적용,10,4조
PB563502,2021-08-04:21:24:11,불량,NK-KA,C0,20.14,3580,38639,21870,3호기,1열,1172,72,1164,62,245,1155,1005,적용,8,2조
PB563503,2021-08-04:21:31:21,양품,NV-A32,C0,15.08,3212,48233,18340,2호기,1열,1150,61,1169,61,238,1160,947,적용,10,1조
PB563504,2021-08-04:21:38:31,양품,NV-A32,C0,16.6,3441,43688,19590,2호기,2열,1169,65,1163,77,247,1152,948,적용,10,4조
PB563505,2021-08-04:21:45:41,양품,LR-A,C0,15.59,3363,48740,80240,3호기,2열,1179,86,1163,45,243,1154,940,적용,10,2조
PB563506,2021-08-04:21:52:51,양품,GL-A32,C0,16.09,3400,54209,69840,3호기,1열,1186,82,1169,45,239,1155,957,적용,10,2조
